,Date,Season,home,visitor,HT,FT,hgoal,vgoal,tier,round,group,notes,result
6749,1967-03-26,1966,Real Madrid,Deportivo La Coruna,1-0,2-0,2,0,1,league,NA,NA,H
6750,1967-03-26,1966,Granada CF,Atletico Madrid,1-1,2-1,2,1,1,league,NA,NA,H
6751,1967-03-26,1966,Sevilla FC,Valencia CF,1-0,1-0,1,0,1,league,NA,NA,H
6752,1967-03-26,1966,Hercules CF,FC Barcelona,0-0,1-1,1,1,1,league,NA,NA,D
6753,1967-03-26,1966,Pontevedra CF,Elche CF,0-0,1-1,1,1,1,league,NA,NA,D
6754,1967-03-27,1966,Espanyol Barcelona,CE Sabadell,3-1,4-1,4,1,1,league,NA,NA,H
6755,1967-04-01,1966,Valencia CF,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
6756,1967-04-02,1966,FC Barcelona,Athletic Bilbao,1-1,3-1,3,1,1,league,NA,NA,H
6757,1967-04-02,1966,UD Las Palmas,Pontevedra CF,0-0,0-0,0,0,1,league,NA,NA,D
6758,1967-04-02,1966,CE Sabadell,Granada CF,0-0,1-0,1,0,1,league,NA,NA,H
6759,1967-04-02,1966,Deportivo La Coruna,Hercules CF,1-0,1-0,1,0,1,league,NA,NA,H
6760,1967-04-02,1966,Elche CF,Espanyol Barcelona,0-1,1-1,1,1,1,league,NA,NA,D
6761,1967-04-02,1966,Atletico Madrid,Real Zaragoza,0-0,0-0,0,0,1,league,NA,NA,D
6762,1967-04-02,1966,Cordoba CF,Sevilla FC,1-0,3-0,3,0,1,league,NA,NA,H
6763,1967-04-08,1966,Athletic Bilbao,Deportivo La Coruna,1-0,4-0,4,0,1,league,NA,NA,H
6764,1967-04-09,1966,Sevilla FC,Atletico Madrid,1-0,1-1,1,1,1,league,NA,NA,D
6765,1967-04-09,1966,Espanyol Barcelona,Pontevedra CF,0-0,2-2,2,2,1,league,NA,NA,D
6766,1967-04-09,1966,Real Madrid,Cordoba CF,0-0,3-0,3,0,1,league,NA,NA,H
6767,1967-04-09,1966,Granada CF,Elche CF,1-0,2-1,2,1,1,league,NA,NA,H
6768,1967-04-09,1966,Hercules CF,Valencia CF,2-1,4-1,4,1,1,league,NA,NA,H
6769,1967-04-09,1966,UD Las Palmas,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
6770,1967-04-09,1966,Real Zaragoza,CE Sabadell,0-0,1-0,1,0,1,league,NA,NA,H
6771,1967-04-15,1966,Valencia CF,Athletic Bilbao,1-0,1-0,1,0,1,league,NA,NA,H
6772,1967-04-16,1966,Atletico Madrid,Real Madrid,1-0,2-2,2,2,1,league,NA,NA,D
6773,1967-04-16,1966,Cordoba CF,Hercules CF,1-0,1-1,1,1,1,league,NA,NA,D
6774,1967-04-16,1966,Pontevedra CF,Granada CF,0-0,1-0,1,0,1,league,NA,NA,H
6775,1967-04-16,1966,Espanyol Barcelona,UD Las Palmas,1-1,1-1,1,1,1,league,NA,NA,D
6776,1967-04-16,1966,Elche CF,Real Zaragoza,1-0,5-1,5,1,1,league,NA,NA,H
6777,1967-04-16,1966,Deportivo La Coruna,FC Barcelona,0-3,0-3,0,3,1,league,NA,NA,A
6778,1967-04-16,1966,CE Sabadell,Sevilla FC,1-0,1-0,1,0,1,league,NA,NA,H
6779,1967-04-23,1966,Real Zaragoza,Pontevedra CF,1-0,1-0,1,0,1,league,NA,NA,H
6780,1967-04-23,1966,Granada CF,Espanyol Barcelona,0-1,0-3,0,3,1,league,NA,NA,A
6781,1967-04-23,1966,FC Barcelona,Valencia CF,2-0,2-1,2,1,1,league,NA,NA,H
6782,1967-04-23,1966,Hercules CF,Atletico Madrid,1-2,2-4,2,4,1,league,NA,NA,A
6783,1967-04-23,1966,UD Las Palmas,Deportivo La Coruna,1-0,2-0,2,0,1,league,NA,NA,H
6784,1967-04-23,1966,Sevilla FC,Elche CF,3-1,3-1,3,1,1,league,NA,NA,H
6785,1967-04-23,1966,Real Madrid,CE Sabadell,3-0,5-0,5,0,1,league,NA,NA,H
6786,1967-04-23,1966,Athletic Bilbao,Cordoba CF,1-0,3-0,3,0,1,league,NA,NA,H
6787,1967-09-09,1967,Atletico Madrid,CE Sabadell,0-0,2-0,2,0,1,league,NA,NA,H
6788,1967-09-09,1967,Athletic Bilbao,Cordoba CF,2-0,3-0,3,0,1,league,NA,NA,H
6789,1967-09-09,1967,Valencia CF,Real Betis,1-0,2-1,2,1,1,league,NA,NA,H
6790,1967-09-10,1967,Sevilla FC,Real Madrid,0-0,0-2,0,2,1,league,NA,NA,A
6791,1967-09-10,1967,Real Zaragoza,FC Barcelona,1-2,3-2,3,2,1,league,NA,NA,H
6792,1967-09-10,1967,UD Las Palmas,CD Malaga,1-0,1-1,1,1,1,league,NA,NA,D
6793,1967-09-10,1967,Espanyol Barcelona,Elche CF,0-0,1-1,1,1,1,league,NA,NA,D
6794,1967-09-10,1967,Real Sociedad,Pontevedra CF,1-0,1-0,1,0,1,league,NA,NA,H
6795,1967-09-16,1967,Elche CF,Athletic Bilbao,1-0,1-0,1,0,1,league,NA,NA,H
6796,1967-09-16,1967,Real Madrid,Real Sociedad,2-0,9-1,9,1,1,league,NA,NA,H
6797,1967-09-17,1967,Cordoba CF,Atletico Madrid,0-1,0-1,0,1,1,league,NA,NA,A
6798,1967-09-17,1967,Real Betis,UD Las Palmas,4-1,4-2,4,2,1,league,NA,NA,H
6799,1967-09-17,1967,CD Malaga,Sevilla FC,0-0,0-0,0,0,1,league,NA,NA,D
6800,1967-09-17,1967,FC Barcelona,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6801,1967-09-17,1967,CE Sabadell,Valencia CF,1-0,2-0,2,0,1,league,NA,NA,H
6802,1967-09-17,1967,Pontevedra CF,Real Zaragoza,1-0,1-0,1,0,1,league,NA,NA,H
6803,1967-09-23,1967,Valencia CF,Cordoba CF,5-0,5-0,5,0,1,league,NA,NA,H
6804,1967-09-24,1967,Athletic Bilbao,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
6805,1967-09-24,1967,Espanyol Barcelona,Pontevedra CF,2-0,4-1,4,1,1,league,NA,NA,H
6806,1967-09-24,1967,Real Betis,CE Sabadell,1-2,2-3,2,3,1,league,NA,NA,A
6807,1967-09-24,1967,Atletico Madrid,Elche CF,2-0,2-1,2,1,1,league,NA,NA,H
6808,1967-09-24,1967,UD Las Palmas,Sevilla FC,2-1,4-1,4,1,1,league,NA,NA,H
6809,1967-09-24,1967,Real Zaragoza,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
6810,1967-09-24,1967,Real Sociedad,CD Malaga,0-0,0-0,0,0,1,league,NA,NA,D
6811,1967-10-07,1967,Real Madrid,Espanyol Barcelona,0-1,2-2,2,2,1,league,NA,NA,D
6812,1967-10-08,1967,Sevilla FC,Real Sociedad,0-0,0-0,0,0,1,league,NA,NA,D
6813,1967-10-08,1967,CD Malaga,Real Zaragoza,2-2,2-2,2,2,1,league,NA,NA,D
6814,1967-10-08,1967,Cordoba CF,Real Betis,2-0,3-0,3,0,1,league,NA,NA,H
6815,1967-10-08,1967,Elche CF,Valencia CF,1-0,1-0,1,0,1,league,NA,NA,H
6816,1967-10-08,1967,Pontevedra CF,Athletic Bilbao,0-0,1-1,1,1,1,league,NA,NA,D
6817,1967-10-08,1967,FC Barcelona,Atletico Madrid,0-0,1-1,1,1,1,league,NA,NA,D
6818,1967-10-08,1967,UD Las Palmas,CE Sabadell,0-0,1-0,1,0,1,league,NA,NA,H
6819,1967-10-15,1967,Real Zaragoza,Sevilla FC,1-1,1-1,1,1,1,league,NA,NA,D
6820,1967-10-15,1967,Atletico Madrid,Pontevedra CF,1-0,3-0,3,0,1,league,NA,NA,H
6821,1967-10-15,1967,CE Sabadell,Cordoba CF,1-0,2-1,2,1,1,league,NA,NA,H
6822,1967-10-15,1967,Real Betis,Elche CF,1-0,1-0,1,0,1,league,NA,NA,H
6823,1967-10-15,1967,Real Sociedad,UD Las Palmas,0-1,0-1,0,1,1,league,NA,NA,A
6824,1967-10-15,1967,Valencia CF,FC Barcelona,0-2,1-2,1,2,1,league,NA,NA,A
6825,1967-10-15,1967,Athletic Bilbao,Real Madrid,1-0,1-2,1,2,1,league,NA,NA,A
6826,1967-10-15,1967,Espanyol Barcelona,CD Malaga,3-0,4-1,4,1,1,league,NA,NA,H
6827,1967-10-29,1967,Pontevedra CF,Valencia CF,0-0,1-0,1,0,1,league,NA,NA,H
6828,1967-10-29,1967,Cordoba CF,UD Las Palmas,2-1,2-1,2,1,1,league,NA,NA,H
6829,1967-10-29,1967,FC Barcelona,Real Betis,1-0,2-1,2,1,1,league,NA,NA,H
6830,1967-10-29,1967,Elche CF,CE Sabadell,0-0,1-1,1,1,1,league,NA,NA,D
6831,1967-10-29,1967,Sevilla FC,Espanyol Barcelona,2-0,3-0,3,0,1,league,NA,NA,H
6832,1967-10-29,1967,CD Malaga,Athletic Bilbao,1-0,2-2,2,2,1,league,NA,NA,D
6833,1967-10-29,1967,Real Sociedad,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
6834,1967-10-29,1967,Real Madrid,Atletico Madrid,0-0,0-0,0,0,1,league,NA,NA,D
6835,1967-11-05,1967,Espanyol Barcelona,Real Sociedad,0-0,2-0,2,0,1,league,NA,NA,H
6836,1967-11-05,1967,Real Betis,Pontevedra CF,0-1,0-1,0,1,1,league,NA,NA,A
6837,1967-11-05,1967,Cordoba CF,Elche CF,1-0,3-0,3,0,1,league,NA,NA,H
6838,1967-11-05,1967,UD Las Palmas,Real Zaragoza,2-1,2-1,2,1,1,league,NA,NA,H
6839,1967-11-05,1967,Athletic Bilbao,Sevilla FC,2-0,2-0,2,0,1,league,NA,NA,H
6840,1967-11-05,1967,CE Sabadell,FC Barcelona,0-0,1-1,1,1,1,league,NA,NA,D
6841,1967-11-05,1967,Valencia CF,Real Madrid,0-0,2-0,2,0,1,league,NA,NA,H
6842,1967-11-05,1967,Atletico Madrid,CD Malaga,1-1,4-2,4,2,1,league,NA,NA,H
6843,1967-11-11,1967,Real Zaragoza,Espanyol Barcelona,2-0,4-2,4,2,1,league,NA,NA,H
6844,1967-11-11,1967,Real Madrid,Real Betis,1-0,3-0,3,0,1,league,NA,NA,H
6845,1967-11-12,1967,Sevilla FC,Atletico Madrid,0-1,0-2,0,2,1,league,NA,NA,A
6846,1967-11-12,1967,CD Malaga,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
6847,1967-11-12,1967,FC Barcelona,Cordoba CF,1-1,3-2,3,2,1,league,NA,NA,H
6848,1967-11-12,1967,Pontevedra CF,CE Sabadell,0-0,0-0,0,0,1,league,NA,NA,D
6849,1967-11-12,1967,Real Sociedad,Athletic Bilbao,0-1,1-1,1,1,1,league,NA,NA,D
6850,1967-11-12,1967,UD Las Palmas,Elche CF,1-1,3-1,3,1,1,league,NA,NA,H
6851,1967-11-19,1967,Atletico Madrid,Real Sociedad,0-1,2-1,2,1,1,league,NA,NA,H
6852,1967-11-19,1967,Cordoba CF,Pontevedra CF,1-0,3-1,3,1,1,league,NA,NA,H
6853,1967-11-19,1967,Real Betis,CD Malaga,1-0,2-0,2,0,1,league,NA,NA,H
6854,1967-11-19,1967,Athletic Bilbao,Real Zaragoza,2-0,2-0,2,0,1,league,NA,NA,H
6855,1967-11-19,1967,Valencia CF,Sevilla FC,1-0,4-2,4,2,1,league,NA,NA,H
6856,1967-11-19,1967,Elche CF,FC Barcelona,0-0,0-2,0,2,1,league,NA,NA,A
6857,1967-11-19,1967,CE Sabadell,Real Madrid,2-2,2-4,2,4,1,league,NA,NA,A
6858,1967-11-19,1967,Espanyol Barcelona,UD Las Palmas,1-1,3-2,3,2,1,league,NA,NA,H
6859,1967-11-25,1967,Real Madrid,Cordoba CF,2-0,4-0,4,0,1,league,NA,NA,H
6860,1967-11-26,1967,Real Sociedad,Valencia CF,1-0,2-0,2,0,1,league,NA,NA,H
6861,1967-11-26,1967,Real Zaragoza,Atletico Madrid,1-1,1-1,1,1,1,league,NA,NA,D
6862,1967-11-26,1967,CD Malaga,CE Sabadell,1-2,1-3,1,3,1,league,NA,NA,A
6863,1967-11-26,1967,Pontevedra CF,Elche CF,1-0,1-0,1,0,1,league,NA,NA,H
6864,1967-11-26,1967,Espanyol Barcelona,Athletic Bilbao,1-1,1-1,1,1,1,league,NA,NA,D
6865,1967-11-26,1967,UD Las Palmas,FC Barcelona,1-1,4-1,4,1,1,league,NA,NA,H
6866,1967-11-26,1967,Sevilla FC,Real Betis,1-1,2-3,2,3,1,league,NA,NA,A
6867,1967-12-03,1967,CE Sabadell,Sevilla FC,1-1,2-2,2,2,1,league,NA,NA,D
6868,1967-12-03,1967,FC Barcelona,Pontevedra CF,2-0,4-0,4,0,1,league,NA,NA,H
6869,1967-12-03,1967,Cordoba CF,CD Malaga,0-2,2-3,2,3,1,league,NA,NA,A
6870,1967-12-03,1967,Real Betis,Real Sociedad,2-0,4-1,4,1,1,league,NA,NA,H
6871,1967-12-03,1967,Atletico Madrid,Espanyol Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
6872,1967-12-03,1967,UD Las Palmas,Athletic Bilbao,0-0,1-0,1,0,1,league,NA,NA,H
6873,1967-12-03,1967,Elche CF,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
6874,1967-12-03,1967,Valencia CF,Real Zaragoza,1-0,3-1,3,1,1,league,NA,NA,H
6875,1967-12-10,1967,Espanyol Barcelona,Valencia CF,4-1,4-5,4,5,1,league,NA,NA,A
6876,1967-12-10,1967,Sevilla FC,Cordoba CF,0-0,1-0,1,0,1,league,NA,NA,H
6877,1967-12-10,1967,Real Sociedad,CE Sabadell,3-0,6-0,6,0,1,league,NA,NA,H
6878,1967-12-10,1967,CD Malaga,Elche CF,0-0,2-0,2,0,1,league,NA,NA,H
6879,1967-12-10,1967,Athletic Bilbao,Atletico Madrid,4-0,6-1,6,1,1,league,NA,NA,H
6880,1967-12-10,1967,Pontevedra CF,UD Las Palmas,1-0,3-0,3,0,1,league,NA,NA,H
6881,1967-12-10,1967,Real Madrid,FC Barcelona,0-0,1-1,1,1,1,league,NA,NA,D
6882,1967-12-10,1967,Real Zaragoza,Real Betis,0-0,1-0,1,0,1,league,NA,NA,H
6883,1967-12-17,1967,Elche CF,Sevilla FC,0-1,4-2,4,2,1,league,NA,NA,H
6884,1967-12-17,1967,FC Barcelona,CD Malaga,1-0,1-0,1,0,1,league,NA,NA,H
6885,1967-12-17,1967,Atletico Madrid,UD Las Palmas,1-0,1-2,1,2,1,league,NA,NA,A
6886,1967-12-17,1967,Cordoba CF,Real Sociedad,0-0,2-0,2,0,1,league,NA,NA,H
6887,1967-12-17,1967,Real Betis,Espanyol Barcelona,0-2,1-4,1,4,1,league,NA,NA,A
6888,1967-12-17,1967,Valencia CF,Athletic Bilbao,1-2,3-3,3,3,1,league,NA,NA,D
6889,1967-12-17,1967,Pontevedra CF,Real Madrid,1-0,3-0,3,0,1,league,NA,NA,H
6890,1967-12-17,1967,CE Sabadell,Real Zaragoza,0-0,1-0,1,0,1,league,NA,NA,H
6891,1967-12-30,1967,UD Las Palmas,Real Madrid,1-1,2-2,2,2,1,league,NA,NA,D
6892,1967-12-31,1967,Sevilla FC,FC Barcelona,1-0,2-1,2,1,1,league,NA,NA,H
6893,1967-12-31,1967,Real Zaragoza,Cordoba CF,1-0,3-0,3,0,1,league,NA,NA,H
6894,1967-12-31,1967,CD Malaga,Pontevedra CF,0-1,3-1,3,1,1,league,NA,NA,H
6895,1967-12-31,1967,Espanyol Barcelona,CE Sabadell,3-1,3-1,3,1,1,league,NA,NA,H
6896,1967-12-31,1967,Real Sociedad,Elche CF,2-0,5-0,5,0,1,league,NA,NA,H
6897,1967-12-31,1967,Atletico Madrid,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
6898,1967-12-31,1967,Athletic Bilbao,Real Betis,4-0,8-0,8,0,1,league,NA,NA,H
6899,1968-01-07,1967,Real Madrid,CD Malaga,1-0,3-0,3,0,1,league,NA,NA,H
6900,1968-01-07,1967,CE Sabadell,Athletic Bilbao,0-1,1-2,1,2,1,league,NA,NA,A
6901,1968-01-07,1967,Cordoba CF,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6902,1968-01-07,1967,Real Betis,Atletico Madrid,0-1,0-2,0,2,1,league,NA,NA,A
6903,1968-01-07,1967,Pontevedra CF,Sevilla FC,3-1,4-1,4,1,1,league,NA,NA,H
6904,1968-01-07,1967,FC Barcelona,Real Sociedad,0-0,0-0,0,0,1,league,NA,NA,D
6905,1968-01-07,1967,Elche CF,Real Zaragoza,0-0,0-1,0,1,1,league,NA,NA,A
6906,1968-01-07,1967,Valencia CF,UD Las Palmas,1-0,2-2,2,2,1,league,NA,NA,D
6907,1968-01-14,1967,Elche CF,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6908,1968-01-14,1967,Real Betis,Valencia CF,0-1,0-2,0,2,1,league,NA,NA,A
6909,1968-01-14,1967,CE Sabadell,Atletico Madrid,1-0,1-0,1,0,1,league,NA,NA,H
6910,1968-01-14,1967,Real Madrid,Sevilla FC,0-0,1-0,1,0,1,league,NA,NA,H
6911,1968-01-14,1967,Pontevedra CF,Real Sociedad,0-0,2-0,2,0,1,league,NA,NA,H
6912,1968-01-14,1967,FC Barcelona,Real Zaragoza,3-0,4-0,4,0,1,league,NA,NA,H
6913,1968-01-14,1967,CD Malaga,UD Las Palmas,2-0,2-0,2,0,1,league,NA,NA,H
6914,1968-01-14,1967,Cordoba CF,Athletic Bilbao,1-1,2-1,2,1,1,league,NA,NA,H
6915,1968-01-21,1967,Athletic Bilbao,Elche CF,1-0,3-0,3,0,1,league,NA,NA,H
6916,1968-01-21,1967,Real Zaragoza,Pontevedra CF,1-1,2-1,2,1,1,league,NA,NA,H
6917,1968-01-21,1967,Valencia CF,CE Sabadell,1-0,1-0,1,0,1,league,NA,NA,H
6918,1968-01-21,1967,Real Sociedad,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
6919,1968-01-21,1967,UD Las Palmas,Real Betis,1-0,3-1,3,1,1,league,NA,NA,H
6920,1968-01-21,1967,Espanyol Barcelona,FC Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6921,1968-01-21,1967,Sevilla FC,CD Malaga,0-0,0-2,0,2,1,league,NA,NA,A
6922,1968-01-21,1967,Atletico Madrid,Cordoba CF,1-0,5-0,5,0,1,league,NA,NA,H
6923,1968-01-28,1967,Cordoba CF,Valencia CF,0-0,1-1,1,1,1,league,NA,NA,D
6924,1968-01-28,1967,Sevilla FC,UD Las Palmas,0-1,0-1,0,1,1,league,NA,NA,A
6925,1968-01-28,1967,CE Sabadell,Real Betis,0-0,3-1,3,1,1,league,NA,NA,H
6926,1968-01-28,1967,Real Madrid,Real Zaragoza,2-1,3-2,3,2,1,league,NA,NA,H
6927,1968-01-28,1967,Elche CF,Atletico Madrid,0-0,1-0,1,0,1,league,NA,NA,H
6928,1968-01-28,1967,Pontevedra CF,Espanyol Barcelona,3-0,3-0,3,0,1,league,NA,NA,H
6929,1968-01-28,1967,FC Barcelona,Athletic Bilbao,1-0,1-0,1,0,1,league,NA,NA,H
6930,1968-01-28,1967,CD Malaga,Real Sociedad,1-0,2-0,2,0,1,league,NA,NA,H
6931,1968-02-04,1967,Real Zaragoza,CD Malaga,0-0,0-0,0,0,1,league,NA,NA,D
6932,1968-02-04,1967,Valencia CF,Elche CF,0-1,1-1,1,1,1,league,NA,NA,D
6933,1968-02-04,1967,Real Betis,Cordoba CF,1-0,1-0,1,0,1,league,NA,NA,H
6934,1968-02-04,1967,Real Sociedad,Sevilla FC,1-0,5-1,5,1,1,league,NA,NA,H
6935,1968-02-04,1967,Espanyol Barcelona,Real Madrid,0-0,0-4,0,4,1,league,NA,NA,A
6936,1968-02-04,1967,Atletico Madrid,FC Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
6937,1968-02-04,1967,CE Sabadell,UD Las Palmas,0-0,2-2,2,2,1,league,NA,NA,D
6938,1968-02-04,1967,Athletic Bilbao,Pontevedra CF,1-1,1-1,1,1,1,league,NA,NA,D
6939,1968-02-11,1967,FC Barcelona,Valencia CF,0-0,1-1,1,1,1,league,NA,NA,D
6940,1968-02-11,1967,Cordoba CF,CE Sabadell,0-0,2-1,2,1,1,league,NA,NA,H
6941,1968-02-11,1967,Elche CF,Real Betis,1-0,1-0,1,0,1,league,NA,NA,H
6942,1968-02-11,1967,Sevilla FC,Real Zaragoza,1-2,1-2,1,2,1,league,NA,NA,A
6943,1968-02-11,1967,Pontevedra CF,Atletico Madrid,0-0,1-1,1,1,1,league,NA,NA,D
6944,1968-02-11,1967,CD Malaga,Espanyol Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6945,1968-02-11,1967,Real Madrid,Athletic Bilbao,0-0,0-0,0,0,1,league,NA,NA,D
6946,1968-02-11,1967,UD Las Palmas,Real Sociedad,1-1,2-1,2,1,1,league,NA,NA,H
6947,1968-02-18,1967,Espanyol Barcelona,Sevilla FC,2-0,4-0,4,0,1,league,NA,NA,H
6948,1968-02-18,1967,UD Las Palmas,Cordoba CF,4-0,4-1,4,1,1,league,NA,NA,H
6949,1968-02-18,1967,CE Sabadell,Elche CF,0-0,1-2,1,2,1,league,NA,NA,A
6950,1968-02-18,1967,Valencia CF,Pontevedra CF,2-1,6-2,6,2,1,league,NA,NA,H
6951,1968-02-18,1967,Real Betis,FC Barcelona,2-1,4-3,4,3,1,league,NA,NA,H
6952,1968-02-18,1967,Atletico Madrid,Real Madrid,0-0,1-1,1,1,1,league,NA,NA,D
6953,1968-02-18,1967,Athletic Bilbao,CD Malaga,2-0,4-0,4,0,1,league,NA,NA,H
6954,1968-02-18,1967,Real Zaragoza,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
6955,1968-02-25,1967,CD Malaga,Atletico Madrid,0-1,0-1,0,1,1,league,NA,NA,A
6956,1968-02-25,1967,Elche CF,Cordoba CF,1-0,3-0,3,0,1,league,NA,NA,H
6957,1968-02-25,1967,FC Barcelona,CE Sabadell,0-0,3-1,3,1,1,league,NA,NA,H
6958,1968-02-25,1967,Pontevedra CF,Real Betis,0-0,1-1,1,1,1,league,NA,NA,D
6959,1968-02-25,1967,Real Madrid,Valencia CF,0-1,0-2,0,2,1,league,NA,NA,A
6960,1968-02-25,1967,Real Sociedad,Espanyol Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
6961,1968-02-25,1967,Sevilla FC,Athletic Bilbao,0-2,2-3,2,3,1,league,NA,NA,A
6962,1968-02-25,1967,Real Zaragoza,UD Las Palmas,2-0,4-1,4,1,1,league,NA,NA,H
6963,1968-03-03,1967,Espanyol Barcelona,Real Zaragoza,0-1,1-1,1,1,1,league,NA,NA,D
6964,1968-03-03,1967,CE Sabadell,Pontevedra CF,1-0,1-0,1,0,1,league,NA,NA,H
6965,1968-03-03,1967,Valencia CF,CD Malaga,0-0,2-1,2,1,1,league,NA,NA,H
6966,1968-03-03,1967,Athletic Bilbao,Real Sociedad,0-0,1-1,1,1,1,league,NA,NA,D
6967,1968-03-03,1967,Atletico Madrid,Sevilla FC,1-2,3-3,3,3,1,league,NA,NA,D
6968,1968-03-03,1967,Cordoba CF,FC Barcelona,0-0,0-1,0,1,1,league,NA,NA,A
6969,1968-03-03,1967,Real Betis,Real Madrid,1-2,1-2,1,2,1,league,NA,NA,A
6970,1968-03-03,1967,Elche CF,UD Las Palmas,1-0,2-0,2,0,1,league,NA,NA,H
6971,1968-03-10,1967,Real Sociedad,Atletico Madrid,1-0,2-0,2,0,1,league,NA,NA,H
6972,1968-03-10,1967,Pontevedra CF,Cordoba CF,1-1,3-1,3,1,1,league,NA,NA,H
6973,1968-03-10,1967,Real Madrid,CE Sabadell,0-0,2-0,2,0,1,league,NA,NA,H
6974,1968-03-10,1967,CD Malaga,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
6975,1968-03-10,1967,Sevilla FC,Valencia CF,2-0,2-0,2,0,1,league,NA,NA,H
6976,1968-03-10,1967,UD Las Palmas,Espanyol Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
6977,1968-03-10,1967,Real Zaragoza,Athletic Bilbao,0-0,1-0,1,0,1,league,NA,NA,H
6978,1968-03-10,1967,FC Barcelona,Elche CF,2-1,4-2,4,2,1,league,NA,NA,H
6979,1968-03-17,1967,Valencia CF,Real Sociedad,1-0,3-2,3,2,1,league,NA,NA,H
6980,1968-03-17,1967,Atletico Madrid,Real Zaragoza,0-0,0-1,0,1,1,league,NA,NA,A
6981,1968-03-17,1967,Elche CF,Pontevedra CF,0-0,0-0,0,0,1,league,NA,NA,D
6982,1968-03-17,1967,CE Sabadell,CD Malaga,0-1,1-2,1,2,1,league,NA,NA,A
6983,1968-03-17,1967,Real Betis,Sevilla FC,0-0,0-0,0,0,1,league,NA,NA,D
6984,1968-03-17,1967,Athletic Bilbao,Espanyol Barcelona,1-2,1-2,1,2,1,league,NA,NA,A
6985,1968-03-17,1967,Cordoba CF,Real Madrid,2-1,3-3,3,3,1,league,NA,NA,D
6986,1968-03-17,1967,FC Barcelona,UD Las Palmas,2-0,2-0,2,0,1,league,NA,NA,H
6987,1968-03-24,1967,Real Sociedad,Real Betis,0-0,1-0,1,0,1,league,NA,NA,H
6988,1968-03-24,1967,CD Malaga,Cordoba CF,0-1,0-1,0,1,1,league,NA,NA,A
6989,1968-03-24,1967,Sevilla FC,CE Sabadell,0-0,1-0,1,0,1,league,NA,NA,H
6990,1968-03-24,1967,Athletic Bilbao,UD Las Palmas,0-0,0-1,0,1,1,league,NA,NA,A
6991,1968-03-24,1967,Espanyol Barcelona,Atletico Madrid,0-0,0-1,0,1,1,league,NA,NA,A
6992,1968-03-24,1967,Real Zaragoza,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
6993,1968-03-24,1967,Pontevedra CF,FC Barcelona,0-0,1-0,1,0,1,league,NA,NA,H
6994,1968-03-24,1967,Real Madrid,Elche CF,0-0,2-0,2,0,1,league,NA,NA,H
6995,1968-04-07,1967,Valencia CF,Espanyol Barcelona,1-0,2-3,2,3,1,league,NA,NA,A
6996,1968-04-07,1967,UD Las Palmas,Pontevedra CF,2-0,5-0,5,0,1,league,NA,NA,H
6997,1968-04-07,1967,Elche CF,CD Malaga,1-0,1-0,1,0,1,league,NA,NA,H
6998,1968-04-07,1967,Cordoba CF,Sevilla FC,0-0,1-1,1,1,1,league,NA,NA,D
6999,1968-04-07,1967,Real Betis,Real Zaragoza,0-0,2-1,2,1,1,league,NA,NA,H
7000,1968-04-07,1967,Atletico Madrid,Athletic Bilbao,0-0,2-0,2,0,1,league,NA,NA,H
7001,1968-04-07,1967,CE Sabadell,Real Sociedad,1-0,1-0,1,0,1,league,NA,NA,H
7002,1968-04-09,1967,FC Barcelona,Real Madrid,1-1,1-1,1,1,1,league,NA,NA,D
7003,1968-04-14,1967,Sevilla FC,Elche CF,0-0,1-0,1,0,1,league,NA,NA,H
7004,1968-04-14,1967,Real Madrid,Pontevedra CF,1-0,1-0,1,0,1,league,NA,NA,H
7005,1968-04-14,1967,Real Zaragoza,CE Sabadell,2-0,7-0,7,0,1,league,NA,NA,H
7006,1968-04-14,1967,UD Las Palmas,Atletico Madrid,1-0,4-1,4,1,1,league,NA,NA,H
7007,1968-04-14,1967,Athletic Bilbao,Valencia CF,1-0,1-0,1,0,1,league,NA,NA,H
7008,1968-04-14,1967,CD Malaga,FC Barcelona,1-1,1-1,1,1,1,league,NA,NA,D
7009,1968-04-14,1967,Real Sociedad,Cordoba CF,2-0,5-1,5,1,1,league,NA,NA,H
